player_id,name,normalized_name,team,role_classic,roles_mantra,quotation_classic,quotation_mantra,fvm_classic,fvm_mantra,starts,minutes,starter_signal,set_piece_signal,injury_signal,updated_at,appearances,average_rating,fantasy_average,goals,assists,penalties_scored,penalties_taken,previous_appearances,previous_average_rating,previous_fantasy_average,previous_goals,previous_assists
fc-4378,Ranieri L.,ranieri l,FIO,D,DS|DC,3,3,10,12,0,0,,,,2026-09-05T10:50:36.537627+00:00,1,4.5,4.5,0,0,0,0,31.0,5.81,5.74,1.0,0.0
fc-7175,Joao Mario,joao mario,FIO,D,DD|E,3,3,12,12,0,0,,,,2026-09-05T10:50:36.537627+00:00,1,5.0,5.0,0,0,0,0,15.0,5.87,6.07,1.0,1.0
fc-4947,Brescianini,brescianini,FIO,C,C|T,3,3,11,11,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,5.25,5.25,0,0,0,0,19.0,5.95,6.26,2.0,1.0
fc-7540,Akpoguma,akpoguma,FRO,D,DC,3,3,6,6,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-6241,Gelli F.,gelli f,FRO,C,C|T,3,3,6,6,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-6917,Masini,masini,FRO,C,M|C,3,3,8,10,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,6.25,6.25,0,0,0,0,22.0,5.93,5.86,0.0,1.0
fc-6503,Stankovic A.,stankovic a,INT,C,M|C,3,3,7,9,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-5813,Miretti,miretti,JUV,C,C|T,3,3,7,7,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,16.0,6.0,6.22,1.0,1.0
fc-6822,Ekhator,ekhator,JUV,A,A,3,3,10,10,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,25.0,5.94,6.26,3.0,0.0
fc-7248,Gorter,gorter,LEC,C,M|C,3,3,12,15,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,5.75,7.25,1,0,0,0,1.0,5.5,5.5,0.0,0.0
fc-5457,Maleh,maleh,LEC,C,M|C,3,3,7,9,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,5.75,5.75,0,0,0,0,21.0,5.69,5.71,1.0,0.0
fc-7211,Athekame,athekame,MIL,D,DD|E,3,3,8,8,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,19.0,5.89,6.24,2.0,2.0
fc-5273,Estupinan,estupinan,MIL,D,DS|E,3,3,13,13,0,0,,,,2026-09-05T10:50:36.537627+00:00,1,6.0,6.0,0,0,0,0,14.0,5.61,5.68,1.0,1.0
fc-5295,Musah,musah,MIL,C,C|W,3,3,15,15,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,6.25,6.25,0,0,0,0,16.0,5.94,6.09,1.0,0.0
fc-6659,Lucchesi,lucchesi,MON,D,DC,3,3,11,11,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,5.25,4.75,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-7238,Kouadio,kouadio,MON,D,DD|DC,3,3,14,10,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,5.5,5.25,0,0,0,0,1.0,6.0,6.0,0.0,0.0
fc-4925,Carboni A.,carboni a,MON,D,DS|DC,3,4,9,11,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,5.5,5.5,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-7477,Colombo L.,colombo l,MON,C,M|C,3,3,4,5,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-5131,Gilmour,gilmour,NAP,C,M|C,3,3,10,10,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,14.0,6.07,6.25,1.0,0.0
fc-7235,Troilo,troilo,PAR,D,DC,3,3,14,14,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,5.5,5.25,0,0,0,0,21.0,5.88,5.81,1.0,0.0
fc-7255,Britschgi,britschgi,PAR,D,DD|DS|E,3,4,10,12,0,0,,,,2026-09-05T10:50:36.537627+00:00,1,6.0,6.0,0,0,0,0,28.0,5.66,5.61,0.0,2.0
fc-7138,Ordonez C.,ordonez c,PAR,C,M|C,3,3,10,13,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,6.0,6.0,0,0,0,0,21.0,5.67,5.69,1.0,0.0
fc-7209,Sorensen O.,sorensen o,PAR,C,C,3,3,12,12,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,31.0,5.76,5.85,1.0,1.0
fc-7536,Diallo O.,diallo o,PAR,C,W|A,3,2,12,10,0,0,,,,2026-09-05T10:50:36.537627+00:00,1,5.5,5.5,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-7342,Elphege,elphege,PAR,A,PC,3,3,11,10,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,8.0,6.12,7.0,2.0,1.0
fc-4772,Angelino,angelino,ROM,D,E,3,3,12,12,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,7.0,5.79,5.64,0.0,0.0
fc-6985,Candè,cande,SAS,D,DS|DC,3,3,7,8,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,8.0,5.69,5.56,0.0,0.0
fc-7183,Aboukhlal,aboukhlal,TOR,C,W|A,3,2,5,4,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,5.5,5.5,0,0,0,0,12.0,5.79,5.62,0.0,0.0
fc-6925,Palma,palma,UDI,D,DC,3,3,11,11,0,0,,,,2026-09-05T10:50:36.537627+00:00,1,6.5,6.5,0,0,0,0,4.0,5.5,5.5,0.0,0.0
fc-5994,Ebosse,ebosse,UDI,D,DS|DC,3,3,5,5,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,5.75,5.75,0,0,0,0,16.0,5.75,5.72,0.0,1.0
fc-7538,Halhal,halhal,VEN,D,DC,3,3,10,10,0,0,,,,2026-09-05T10:50:36.537627+00:00,1,5.0,3.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-6892,Schingtienne,schingtienne,VEN,D,DC,3,3,10,10,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,5.5,5.25,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-6673,Sverko,sverko,VEN,D,DS|DC,3,3,7,7,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-7478,Franjic,franjic,VEN,D,B|DS|E,3,3,7,7,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,5.75,5.75,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-5872,Helgason,helgason,VEN,C,C|T,3,3,3,3,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,4.0,5.62,5.62,0.0,0.0
fc-7561,Lontani,lontani,PAR,A,A,3,3,11,11,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,6.0,6.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-7154,Odenthal,odenthal,SAS,D,DC,3,3,8,8,0,0,,,,2026-09-05T10:50:36.537627+00:00,1,6.5,9.5,1,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-7605,Tchato,tchato,FRO,D,DD|E,3,3,8,8,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-6601,Kambwala,kambwala,COM,D,DD|DC,3,4,8,9,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-801,Gagliardini,gagliardini,CAG,C,M|C,3,4,8,9,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,29.0,5.9,5.83,1.0,0.0
fc-5742,Drameh,drameh,GEN,D,DD|DS|E,3,4,10,12,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-7232,Fernandez T.,fernandez t,VEN,C,T|A,3,2,8,6,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-7483,Alhassane,alhassane,BOL,D,DS|E,2,2,6,6,0,0,,,,2026-09-05T10:50:36.537627+00:00,1,6.5,6.5,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-6225,El Azzouzi O.,el azzouzi o,BOL,C,M|C,2,2,10,12,0,0,,,,2026-09-05T10:50:36.537627+00:00,1,5.0,4.5,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-6896,Van Der Brempt,van der brempt,SAS,D,DD|E,2,2,11,11,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,14.0,5.96,5.96,0.0,1.0
fc-6815,Fadera,fadera,CAG,C,W,2,2,12,10,0,0,,,,2026-09-05T10:50:36.537627+00:00,1,6.0,6.0,0,0,0,0,24.0,5.92,6.15,2.0,1.0
fc-7463,Desplanches,desplanches,FRO,P,POR,2,2,1,1,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-6903,Hasa,hasa,FRO,C,C|T,2,2,5,5,0,0,,,,2026-09-05T10:50:36.537627+00:00,1,6.0,6.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-6977,Otoa,otoa,GEN,D,DC,2,2,5,5,0,0,,,,2026-09-05T10:50:36.537627+00:00,1,5.0,5.0,0,0,0,0,10.0,5.65,5.4,0.0,0.0
fc-7413,Puczka,puczka,GEN,D,DS|E,2,2,3,3,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-791,Sabelli,sabelli,GEN,D,DD|DS|E,2,2,5,5,0,0,,,,2026-09-05T10:50:36.537627+00:00,1,5.0,5.0,0,0,0,0,13.0,5.85,5.69,0.0,0.0
fc-6980,Venturino,venturino,GEN,C,W,2,2,4,4,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,7.0,5.79,5.79,0.0,0.0
fc-2814,Provedel,provedel,INT,P,POR,2,2,5,5,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,27.0,6.28,5.37,0.0,0.0
fc-2263,Lazzari,lazzari,LAZ,D,DD|E,2,2,5,5,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,17.0,5.74,5.68,0.0,0.0
fc-2728,Pellegrini Lu.,pellegrini lu,LAZ,D,DS|E,2,2,7,7,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,24.0,5.73,5.69,1.0,0.0
fc-6191,Belahyane,belahyane,LAZ,C,M|C,2,2,3,3,0,0,,,,2026-09-05T10:50:36.537627+00:00,1,6.0,6.0,0,0,0,0,11.0,5.73,5.77,0.0,2.0
fc-6883,Jean,jean,LEC,D,DC,2,2,4,4,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,5.0,5.8,5.7,0.0,0.0
fc-7182,Ndaba,ndaba,LEC,D,DS|E,2,2,5,5,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,5.5,5.5,0,0,0,0,10.0,5.55,5.55,0.0,0.0
fc-7525,Diawara S.,diawara s,MIL,D,DS|DC,2,2,4,4,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-7476,Bakoune,bakoune,MON,D,DD|E,2,2,4,4,0,0,,,,2026-09-05T10:50:36.537627+00:00,1,5.5,5.5,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-5880,Ciurria,ciurria,MON,C,E|W,2,2,6,6,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-383,Petagna,petagna,MON,A,PC,2,2,5,5,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-6638,Marin R.,marin r,NAP,D,DC,2,2,8,8,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,5.25,5.25,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-6662,Corvi,corvi,PAR,P,POR,2,2,10,10,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,6.25,4.75,0,0,0,0,17.0,6.24,5.15,0.0,0.0
fc-7202,Ndiaye,ndiaye,PAR,D,DC,2,2,8,8,0,0,,,,2026-09-05T10:50:36.537627+00:00,1,6.0,6.0,0,0,0,0,11.0,5.59,5.36,0.0,0.0
fc-7276,Cremaschi,cremaschi,PAR,C,E|C,2,2,3,3,0,0,,,,2026-09-05T10:50:36.537627+00:00,1,5.5,5.5,0,0,0,0,2.0,6.0,6.0,0.0,0.0
fc-6219,Boloca,boloca,SAS,C,M|C,2,2,5,5,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,2.0,5.75,5.75,0.0,0.0
fc-6246,Lipani,lipani,SAS,C,M|C,2,2,5,5,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,22.0,5.91,5.89,0.0,1.0
fc-252,Biraghi,biraghi,TOR,D,B|DS|E,2,2,5,6,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,11.0,5.73,5.73,0.0,0.0
fc-6021,Abankwah,abankwah,UDI,D,DD|DC,2,2,10,12,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,6.25,6.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-6212,Zarraga,zarraga,UDI,C,M|C,2,2,4,4,0,0,,,,2026-09-05T10:50:36.537627+00:00,1,6.0,6.0,0,0,0,0,13.0,5.81,5.77,0.0,0.0
fc-7418,Chakvetadze,chakvetadze,UDI,C,W|T,2,2,6,6,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-7249,Buksa,buksa,UDI,A,PC,2,2,4,4,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,22.0,5.84,6.18,3.0,0.0
fc-6681,Sagrado,sagrado,VEN,D,DD|E,2,2,4,4,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-526,Duncan,duncan,VEN,C,C,2,2,4,4,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-7548,Aurelio,aurelio,CAG,D,DS|E,2,2,5,5,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-6592,Forson O.,forson o,MON,C,W|T,2,2,1,1,0,0,,,,2026-09-05T10:50:36.537627+00:00,1,6.0,6.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-6537,Goglichidze,goglichidze,MON,D,DD|DC,2,3,5,7,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,6.0,5.75,5.58,0.0,0.0
fc-7573,Cinquegrano,cinquegrano,SAS,D,DD|E,2,2,4,4,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,5.75,5.75,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-7574,Foe Ondoa,foe ondoa,MON,C,C,2,2,2,2,0,0,,,,2026-09-05T10:50:36.537627+00:00,1,5.0,5.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-5812,Terracciano F.,terracciano f,MIL,D,B|DD|DS,2,3,4,7,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,36.0,5.93,5.9,2.0,0.0
fc-7599,Lulli,lulli,ROM,D,E,2,2,10,10,0,0,,,,2026-09-05T10:50:36.537627+00:00,2,6.5,6.5,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-7615,Drobnic,drobnic,PAR,D,DC,2,2,1,1,0,0,,,,2026-09-05T10:50:36.537627+00:00,1,5.5,5.5,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-7092,Jovanovic,jovanovic,UDI,C,W|T,2,2,5,5,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-7627,Enem,enem,BOL,A,PC,2,2,4,4,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-2297,Rossi F.,rossi f,ATA,P,POR,1,1,1,1,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-4,Sportiello,sportiello,ATA,P,POR,1,1,1,1,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,1.0,5.5,4.5,0.0,0.0
fc-7533,Happonen,happonen,BOL,P,POR,1,1,1,1,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-7172,Pessina Mas.,pessina mas,BOL,P,POR,1,1,1,1,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,4.0,6.12,5.62,0.0,0.0
fc-487,De Silvestri,de silvestri,BOL,D,DD|E,1,1,4,4,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,10.0,6.0,5.9,0.0,0.0
fc-4929,Ciocci,ciocci,CAG,P,POR,1,1,1,1,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-6650,Sherri,sherri,CAG,P,POR,1,1,1,1,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-7346,Raterink,raterink,CAG,D,DD|E,1,1,1,1,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-7165,Liteta,liteta,CAG,C,M|C,1,1,1,1,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,4.0,5.75,5.75,0.0,0.0
fc-7338,Albarracin,albarracin,CAG,A,A,1,1,1,1,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,2.0,6.0,6.0,0.0,0.0
fc-7317,Trepy,trepy,CAG,A,PC,1,1,2,2,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,4.0,5.75,5.75,0.0,0.0
fc-7301,Tornqvist,tornqvist,MON,P,POR,1,1,10,10,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-2809,Vigorito,vigorito,COM,P,POR,1,1,1,1,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-418,Goldaniga,goldaniga,COM,D,DC,1,1,1,1,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-7407,Cuenca A.,cuenca a,COM,D,DS|DC,1,1,8,8,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-7357,Lahdo,lahdo,COM,C,C|T,1,1,1,1,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-7027,Azon,azon,COM,A,PC,1,1,1,1,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-6403,Christensen O.,christensen o,FIO,P,POR,1,1,1,1,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,1.0,7.5,6.5,0.0,0.0
fc-158,Lezzerini,lezzerini,FIO,P,POR,1,1,1,1,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-7466,Lolic,lolic,FRO,P,POR,1,1,1,1,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-5424,Amey,amey,FRO,D,DC,1,1,1,1,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-7468,Gelli J.,gelli j,FRO,D,DC,1,1,1,1,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-7470,Oyono J.,oyono j,FRO,D,DD|E,1,1,2,2,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-7471,Corrado,corrado,FRO,D,DS|E,1,1,1,1,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-7456,El Azzouzi A.,el azzouzi a,FRO,C,M|C,1,1,1,1,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-5725,Kone B.,kone b,FRO,C,C,1,1,3,3,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-219,Sommariva,sommariva,GEN,P,POR,1,1,1,1,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,2.0,5.75,3.75,0.0,0.0
fc-6569,Stolz,stolz,GEN,P,POR,1,1,1,1,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-6245,Vogliacco,vogliacco,GEN,D,DD|DC,1,1,2,2,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-6244,Matturro,matturro,GEN,D,DS|DC,1,1,2,2,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-1926,Di Gennaro,di gennaro,INT,P,POR,1,1,1,1,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,1.0,6.0,5.0,0.0,0.0
fc-1930,Pinsoglio,pinsoglio,JUV,P,POR,1,1,1,1,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-294,Rugani,rugani,JUV,D,DC,1,1,3,3,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,8.0,5.62,5.5,0.0,0.0
fc-6039,Cabal,cabal,JUV,D,B|DS|E,1,1,4,4,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,10.0,5.95,6.5,2.0,0.0
fc-7337,Motta,motta,LAZ,P,POR,1,1,1,1,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,9.0,6.0,5.17,0.0,0.0
fc-7534,Renzetti,renzetti,LAZ,P,POR,1,1,1,1,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-327,Patric,patric,LAZ,D,DD|DC,1,1,1,1,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,11.0,5.82,5.73,0.0,0.0
fc-7345,Przyborek,przyborek,LAZ,C,W|T,1,1,5,5,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-2401,Fruchtl,fruchtl,LEC,P,POR,1,1,1,1,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-6523,Samooja,samooja,LEC,P,POR,1,1,1,1,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-7164,Perez M.,perez m,LEC,D,DD|DC,1,1,1,1,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,1.0,5.5,5.5,0.0,0.0
fc-6410,Kaba,kaba,LEC,C,M|C,1,1,2,2,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,11.0,5.68,5.64,0.0,0.0
fc-7319,Fofana Sa.,fofana sa,LEC,C,M|C,1,1,1,1,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,2.0,5.25,5.25,0.0,0.0
fc-2815,Terracciano,terracciano,MIL,P,POR,1,1,1,1,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,2.0,6.0,6.0,0.0,0.0
fc-6813,Torriani,torriani,MIL,P,POR,1,1,1,1,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-6682,Pizzignacco,pizzignacco,MON,P,POR,1,1,1,1,0,0,,,,2026-09-05T10:50:36.537627+00:00,1,4.5,0.5,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-7475,Strajnar,strajnar,MON,P,POR,1,1,1,1,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-5399,Antov,antov,MON,D,DC,1,1,2,2,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-2845,Contini,contini,NAP,P,POR,1,1,1,1,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
fc-6809,Marianucci,marianucci,NAP,D,DC,1,1,3,3,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,11.0,5.73,5.73,0.0,1.0
fc-5481,Mazzocchi,mazzocchi,VEN,D,DD|DS|E,1,1,10,12,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,9.0,5.83,5.83,0.0,1.0
fc-6149,Carboni F.,carboni f,PAR,D,DS|E,1,1,3,3,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,2.0,5.75,5.75,0.0,0.0
fc-7048,De Marzi,de marzi,ROM,P,POR,1,1,1,1,0,0,,,,2026-09-05T10:50:36.537627+00:00,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
